id,path,label
NJMZOFDH,./train/NJMZOFDH.ogg,real
IMOJWPUW,./train/IMOJWPUW.ogg,fake
RWLEDOSE,./train/RWLEDOSE.ogg,fake
WZZHDEXG,./train/WZZHDEXG.ogg,fake
KBZNWVVX,./train/KBZNWVVX.ogg,real
DFORPGHI,./train/DFORPGHI.ogg,real
JCLRUOKP,./train/JCLRUOKP.ogg,fake
EHFWRZBW,./train/EHFWRZBW.ogg,fake
NNXAURZV,./train/NNXAURZV.ogg,real
BRQFGOQE,./train/BRQFGOQE.ogg,real
IWWPKKGM,./train/IWWPKKGM.ogg,fake
WVEKEFRA,./train/WVEKEFRA.ogg,fake
ESVJQIZJ,./train/ESVJQIZJ.ogg,fake
HNLMWVOE,./train/HNLMWVOE.ogg,fake
IZWNKDKU,./train/IZWNKDKU.ogg,fake
WQAKODUI,./train/WQAKODUI.ogg,real
XGENINMK,./train/XGENINMK.ogg,real
QNJTRTZU,./train/QNJTRTZU.ogg,fake
JCSXOTNF,./train/JCSXOTNF.ogg,fake
LDGGGRFY,./train/LDGGGRFY.ogg,fake
QHWRDRRV,./train/QHWRDRRV.ogg,fake
IMJBBDFL,./train/IMJBBDFL.ogg,real
GOBXFRDR,./train/GOBXFRDR.ogg,fake
CDCMSQVN,./train/CDCMSQVN.ogg,real
WEWULNQE,./train/WEWULNQE.ogg,real
TDVOWPWS,./train/TDVOWPWS.ogg,real
SHOTWVPG,./train/SHOTWVPG.ogg,real
QPQPUJXV,./train/QPQPUJXV.ogg,real
FRUTKZQE,./train/FRUTKZQE.ogg,fake
QTKVBVNM,./train/QTKVBVNM.ogg,real
IOJMYBVW,./train/IOJMYBVW.ogg,real
MBSBHODP,./train/MBSBHODP.ogg,real
FBBFGCZM,./train/FBBFGCZM.ogg,fake
PFCLHEBJ,./train/PFCLHEBJ.ogg,real
UFGDQDRJ,./train/UFGDQDRJ.ogg,fake
BNLZFPSI,./train/BNLZFPSI.ogg,real
SMEBQBFZ,./train/SMEBQBFZ.ogg,real
ARBCEXJW,./train/ARBCEXJW.ogg,real
DNOYKFTZ,./train/DNOYKFTZ.ogg,fake
RRIHVRCX,./train/RRIHVRCX.ogg,real
SAFTHHML,./train/SAFTHHML.ogg,fake
UEMSYPYF,./train/UEMSYPYF.ogg,fake
VKKMHUSM,./train/VKKMHUSM.ogg,real
OWWJLHFF,./train/OWWJLHFF.ogg,real
WCZAQIWP,./train/WCZAQIWP.ogg,real
ZGPKDTUT,./train/ZGPKDTUT.ogg,real
FXOZUCEB,./train/FXOZUCEB.ogg,fake
NVTGPEGX,./train/NVTGPEGX.ogg,fake
TCVEHTIE,./train/TCVEHTIE.ogg,real
VLODVZTJ,./train/VLODVZTJ.ogg,fake
NJJKCLNC,./train/NJJKCLNC.ogg,real
JCDVQYJW,./train/JCDVQYJW.ogg,real
XINLSXLQ,./train/XINLSXLQ.ogg,real
ODDEUKJQ,./train/ODDEUKJQ.ogg,real
YAAYCLOA,./train/YAAYCLOA.ogg,real
KHHPRCNV,./train/KHHPRCNV.ogg,fake
CIIMXKDL,./train/CIIMXKDL.ogg,real
OWSVAHGJ,./train/OWSVAHGJ.ogg,fake
KSRIOTLP,./train/KSRIOTLP.ogg,real
RUFUZRQY,./train/RUFUZRQY.ogg,real
WLCAOERD,./train/WLCAOERD.ogg,fake
TMIASPGM,./train/TMIASPGM.ogg,real
UUBHWYPF,./train/UUBHWYPF.ogg,real
HDVUGFQI,./train/HDVUGFQI.ogg,fake
PCHTFUKE,./train/PCHTFUKE.ogg,real
UCPUWWRN,./train/UCPUWWRN.ogg,fake
HMMTYHQH,./train/HMMTYHQH.ogg,fake
JGFROKRH,./train/JGFROKRH.ogg,fake
ZOSLUBHG,./train/ZOSLUBHG.ogg,fake
VRAWSPKK,./train/VRAWSPKK.ogg,fake
TTEZWQUI,./train/TTEZWQUI.ogg,real
VBVERUZK,./train/VBVERUZK.ogg,fake
KZIAYHCJ,./train/KZIAYHCJ.ogg,fake
VSLFBLHC,./train/VSLFBLHC.ogg,real
RHLGKAWQ,./train/RHLGKAWQ.ogg,fake
IHCIAEPT,./train/IHCIAEPT.ogg,fake
GFKHHWZF,./train/GFKHHWZF.ogg,real
XLCQNBGO,./train/XLCQNBGO.ogg,real
SHUWIADR,./train/SHUWIADR.ogg,fake
WOQWIAXT,./train/WOQWIAXT.ogg,fake
AJVZYPZM,./train/AJVZYPZM.ogg,fake
PITYEORW,./train/PITYEORW.ogg,fake
MXPEIRKG,./train/MXPEIRKG.ogg,real
GLSHJMML,./train/GLSHJMML.ogg,real
MDBOPXFY,./train/MDBOPXFY.ogg,fake
LBHDUOHI,./train/LBHDUOHI.ogg,real
WWKZVFCH,./train/WWKZVFCH.ogg,real
QLPDNDDH,./train/QLPDNDDH.ogg,fake
VYUFBRRD,./train/VYUFBRRD.ogg,real
YJCEHMVV,./train/YJCEHMVV.ogg,real
IGRBCEGQ,./train/IGRBCEGQ.ogg,real
EEEISYVM,./train/EEEISYVM.ogg,fake
CHADILDZ,./train/CHADILDZ.ogg,real
FLWKSYLM,./train/FLWKSYLM.ogg,fake
RIRRQZAF,./train/RIRRQZAF.ogg,fake
HPMQXKZY,./train/HPMQXKZY.ogg,fake
QZXLVGEN,./train/QZXLVGEN.ogg,fake
AXSTTPSM,./train/AXSTTPSM.ogg,real
MHRYXCVZ,./train/MHRYXCVZ.ogg,real
CMZDZMGP,./train/CMZDZMGP.ogg,real
AKQNHIAB,./train/AKQNHIAB.ogg,fake
WSLWSUQJ,./train/WSLWSUQJ.ogg,real
EHCMAQKL,./train/EHCMAQKL.ogg,fake
BFNPOVPY,./train/BFNPOVPY.ogg,real
PBMESQJB,./train/PBMESQJB.ogg,fake
WLOWHIRJ,./train/WLOWHIRJ.ogg,fake
BKFSDMJD,./train/BKFSDMJD.ogg,real
QHLYGQER,./train/QHLYGQER.ogg,fake
AGGDYNKC,./train/AGGDYNKC.ogg,real
HGUIFBZS,./train/HGUIFBZS.ogg,fake
LUVJAQCW,./train/LUVJAQCW.ogg,fake
LUGNJZNS,./train/LUGNJZNS.ogg,fake
MAVVWOHT,./train/MAVVWOHT.ogg,fake
HDMBTTNR,./train/HDMBTTNR.ogg,real
EVLKJZCS,./train/EVLKJZCS.ogg,real
XGJITOWP,./train/XGJITOWP.ogg,fake
GZQOESJI,./train/GZQOESJI.ogg,fake
EBLYQRDY,./train/EBLYQRDY.ogg,real
HQQZVLMP,./train/HQQZVLMP.ogg,real
NTRMVTKU,./train/NTRMVTKU.ogg,fake
OMUHBRVC,./train/OMUHBRVC.ogg,real
EJREHXMM,./train/EJREHXMM.ogg,real
YQFIRJMB,./train/YQFIRJMB.ogg,real
LYYXIHUL,./train/LYYXIHUL.ogg,real
INYBUOJK,./train/INYBUOJK.ogg,fake
QXYJKBHO,./train/QXYJKBHO.ogg,real
ZTYAEWBD,./train/ZTYAEWBD.ogg,real
XIXTDQWZ,./train/XIXTDQWZ.ogg,real
TNTNBFMZ,./train/TNTNBFMZ.ogg,fake
YOKFSDFC,./train/YOKFSDFC.ogg,fake
XJGSXYMB,./train/XJGSXYMB.ogg,fake
NVUTJQSX,./train/NVUTJQSX.ogg,real
XLHBKMJY,./train/XLHBKMJY.ogg,fake
SBLJWSSW,./train/SBLJWSSW.ogg,real
BTTGCRCP,./train/BTTGCRCP.ogg,fake
DCQJMQRJ,./train/DCQJMQRJ.ogg,real
GMFEOJJN,./train/GMFEOJJN.ogg,real
LOLJUNCA,./train/LOLJUNCA.ogg,fake
LEOMWSQQ,./train/LEOMWSQQ.ogg,fake
DRBDBYMB,./train/DRBDBYMB.ogg,real
CIVAEMER,./train/CIVAEMER.ogg,real
JHVDYAFC,./train/JHVDYAFC.ogg,real
DZJNLEKT,./train/DZJNLEKT.ogg,real
ISAWAMWY,./train/ISAWAMWY.ogg,real
CWOVICIL,./train/CWOVICIL.ogg,fake
ENMVGWTX,./train/ENMVGWTX.ogg,real
GPXBQPVA,./train/GPXBQPVA.ogg,fake
MYKMWONQ,./train/MYKMWONQ.ogg,fake
OTXEJHJL,./train/OTXEJHJL.ogg,fake
CDMPALVB,./train/CDMPALVB.ogg,real
SDIUAXDT,./train/SDIUAXDT.ogg,fake
OSKGXGXY,./train/OSKGXGXY.ogg,fake
GLQORMSH,./train/GLQORMSH.ogg,fake
TDGPDEAQ,./train/TDGPDEAQ.ogg,fake
FQSRYQBC,./train/FQSRYQBC.ogg,fake
ABFGDXNL,./train/ABFGDXNL.ogg,fake
EGOOAVRW,./train/EGOOAVRW.ogg,real
UOKLSZIP,./train/UOKLSZIP.ogg,real
RSYMEUAC,./train/RSYMEUAC.ogg,fake
IBJHRHSL,./train/IBJHRHSL.ogg,real
JCYMXPOX,./train/JCYMXPOX.ogg,fake
MLLSEAYF,./train/MLLSEAYF.ogg,fake
UEOTHLDA,./train/UEOTHLDA.ogg,fake
NDVXHZGM,./train/NDVXHZGM.ogg,real
ZATLTMJN,./train/ZATLTMJN.ogg,fake
SZLQSWIZ,./train/SZLQSWIZ.ogg,fake
GXISTHMO,./train/GXISTHMO.ogg,fake
IMMJRLLO,./train/IMMJRLLO.ogg,fake
VFLXIMXS,./train/VFLXIMXS.ogg,real
QJIPJEUX,./train/QJIPJEUX.ogg,fake
ZRITVBLI,./train/ZRITVBLI.ogg,real
AJWZVGYQ,./train/AJWZVGYQ.ogg,real
WWCCLDDD,./train/WWCCLDDD.ogg,real
LXLGHEKL,./train/LXLGHEKL.ogg,fake
KJNYYPBQ,./train/KJNYYPBQ.ogg,fake
TOMSEOUS,./train/TOMSEOUS.ogg,fake
OQIAENSD,./train/OQIAENSD.ogg,real
STQOHMCJ,./train/STQOHMCJ.ogg,fake
AYJQGVDK,./train/AYJQGVDK.ogg,real
HYPEXQUE,./train/HYPEXQUE.ogg,real
PVUMSVVF,./train/PVUMSVVF.ogg,real
KKTOVECC,./train/KKTOVECC.ogg,fake
LZPGGILQ,./train/LZPGGILQ.ogg,real
IGGVXEER,./train/IGGVXEER.ogg,real
VVTPXRLD,./train/VVTPXRLD.ogg,fake
YUFPLGYN,./train/YUFPLGYN.ogg,real
OWQTRMRL,./train/OWQTRMRL.ogg,fake
CKWOWGPR,./train/CKWOWGPR.ogg,fake
IJHZNEPW,./train/IJHZNEPW.ogg,real
PQZNFNJS,./train/PQZNFNJS.ogg,fake
PTVAPFYC,./train/PTVAPFYC.ogg,fake
VUGXUAKI,./train/VUGXUAKI.ogg,real
JWDTNSIS,./train/JWDTNSIS.ogg,fake
RSIWTMDF,./train/RSIWTMDF.ogg,real
MZHZYPAR,./train/MZHZYPAR.ogg,fake
CFTDTTWV,./train/CFTDTTWV.ogg,fake
WBCPIBDE,./train/WBCPIBDE.ogg,fake
FOLDHYYB,./train/FOLDHYYB.ogg,real
FVYNBIBU,./train/FVYNBIBU.ogg,fake
UOTNMCCY,./train/UOTNMCCY.ogg,real
ZQTZMLDR,./train/ZQTZMLDR.ogg,fake
CVSQARKV,./train/CVSQARKV.ogg,fake
RRDJBGJC,./train/RRDJBGJC.ogg,fake
JTWAHXGV,./train/JTWAHXGV.ogg,real
BKEATATA,./train/BKEATATA.ogg,fake
AQMLHULC,./train/AQMLHULC.ogg,fake
RQBHRXWK,./train/RQBHRXWK.ogg,fake
UAKDVOHX,./train/UAKDVOHX.ogg,fake
OXFIUTFY,./train/OXFIUTFY.ogg,fake
IFTSECLX,./train/IFTSECLX.ogg,fake
YTINQGHU,./train/YTINQGHU.ogg,fake
DQILXFPC,./train/DQILXFPC.ogg,real
CXYIOUGI,./train/CXYIOUGI.ogg,fake
EDWHAVAW,./train/EDWHAVAW.ogg,fake
UVJVURXK,./train/UVJVURXK.ogg,real
FRMALRDG,./train/FRMALRDG.ogg,real
AAYKMDBZ,./train/AAYKMDBZ.ogg,real
KGJMPUYJ,./train/KGJMPUYJ.ogg,fake
IAFZMVKZ,./train/IAFZMVKZ.ogg,real
CYDQOXAV,./train/CYDQOXAV.ogg,fake
VFXBDQGD,./train/VFXBDQGD.ogg,fake
UEOYTXTW,./train/UEOYTXTW.ogg,real
RCRCDWOS,./train/RCRCDWOS.ogg,real
ZKFRGWJN,./train/ZKFRGWJN.ogg,fake
XACDSMRQ,./train/XACDSMRQ.ogg,fake
VMMTJJVQ,./train/VMMTJJVQ.ogg,fake
UWTFPQDT,./train/UWTFPQDT.ogg,real
RCVFFSFF,./train/RCVFFSFF.ogg,fake
QBPVYNQS,./train/QBPVYNQS.ogg,fake
YCMEXXHT,./train/YCMEXXHT.ogg,fake
HWDNMTDO,./train/HWDNMTDO.ogg,real
FNDQCUAE,./train/FNDQCUAE.ogg,real
DJBRSBIA,./train/DJBRSBIA.ogg,real
REETTZUO,./train/REETTZUO.ogg,real
TSLGESVY,./train/TSLGESVY.ogg,real
OIQRXTXX,./train/OIQRXTXX.ogg,real
YXAZAJIA,./train/YXAZAJIA.ogg,real
ALPXPRSG,./train/ALPXPRSG.ogg,real
TCRASMSV,./train/TCRASMSV.ogg,real
VYIMPROE,./train/VYIMPROE.ogg,real
MPOEHRPD,./train/MPOEHRPD.ogg,fake
YYCEYBYK,./train/YYCEYBYK.ogg,fake
XZTUKEHX,./train/XZTUKEHX.ogg,real
NEJKQVZQ,./train/NEJKQVZQ.ogg,fake
JDOFNCSA,./train/JDOFNCSA.ogg,fake
XRVQBLTP,./train/XRVQBLTP.ogg,fake
EKKNYHSZ,./train/EKKNYHSZ.ogg,fake
BQJLCFYX,./train/BQJLCFYX.ogg,fake
GINDOAPC,./train/GINDOAPC.ogg,real
NERCXKCY,./train/NERCXKCY.ogg,real
RONXAOWJ,./train/RONXAOWJ.ogg,fake
NDHUVLQP,./train/NDHUVLQP.ogg,real
QFCQNQPZ,./train/QFCQNQPZ.ogg,real
TLAJSSOE,./train/TLAJSSOE.ogg,real
QNDTZLUD,./train/QNDTZLUD.ogg,real
PYGUBBZU,./train/PYGUBBZU.ogg,real
ZAZCGLLV,./train/ZAZCGLLV.ogg,real
ETSTMLRW,./train/ETSTMLRW.ogg,real
KTORCJZT,./train/KTORCJZT.ogg,real
RGCZURYT,./train/RGCZURYT.ogg,real
PIYKORUC,./train/PIYKORUC.ogg,real
MLMVQAQH,./train/MLMVQAQH.ogg,real
OHSSGXME,./train/OHSSGXME.ogg,fake
HPSQDQAI,./train/HPSQDQAI.ogg,real
VJLYOAFD,./train/VJLYOAFD.ogg,real
HIXZZJLW,./train/HIXZZJLW.ogg,real
IEHPFKYD,./train/IEHPFKYD.ogg,real
YKMOOPRJ,./train/YKMOOPRJ.ogg,real
LJXHUEYI,./train/LJXHUEYI.ogg,real
HXLXEAXM,./train/HXLXEAXM.ogg,fake
OLVQNSXZ,./train/OLVQNSXZ.ogg,real
ANGZZPTX,./train/ANGZZPTX.ogg,real
VCEFXHCN,./train/VCEFXHCN.ogg,real
BKSAZVUQ,./train/BKSAZVUQ.ogg,real
SRNGJMIT,./train/SRNGJMIT.ogg,real
TMDWYBTQ,./train/TMDWYBTQ.ogg,fake
KCRISKPI,./train/KCRISKPI.ogg,real
HPAYWEUG,./train/HPAYWEUG.ogg,real
WYEEGTWU,./train/WYEEGTWU.ogg,real
POZGWMRW,./train/POZGWMRW.ogg,real
ODPDAERF,./train/ODPDAERF.ogg,fake
ZBPXRDXR,./train/ZBPXRDXR.ogg,fake
KGVHMWCH,./train/KGVHMWCH.ogg,fake
LUEDRYAM,./train/LUEDRYAM.ogg,fake
XOEJLHZK,./train/XOEJLHZK.ogg,fake
DWGDOPCR,./train/DWGDOPCR.ogg,fake
BTHOPUYA,./train/BTHOPUYA.ogg,real
PDWXYQJU,./train/PDWXYQJU.ogg,fake
GTZPQJBW,./train/GTZPQJBW.ogg,real
RRWWUYCW,./train/RRWWUYCW.ogg,fake
TFDPQVNO,./train/TFDPQVNO.ogg,real
WAYNLPJV,./train/WAYNLPJV.ogg,fake
ZUEDQYCX,./train/ZUEDQYCX.ogg,real
PLCOHLOD,./train/PLCOHLOD.ogg,real
MGHQUTUP,./train/MGHQUTUP.ogg,real
BBTVRXXQ,./train/BBTVRXXQ.ogg,real
YVPLCDIW,./train/YVPLCDIW.ogg,fake
MCTUZYYQ,./train/MCTUZYYQ.ogg,fake
ZOMCNCXD,./train/ZOMCNCXD.ogg,real
PRTGOWPE,./train/PRTGOWPE.ogg,real
SXVGLZUM,./train/SXVGLZUM.ogg,real
UUSLQLZT,./train/UUSLQLZT.ogg,fake
AWASXFIM,./train/AWASXFIM.ogg,fake
MGBJSSUC,./train/MGBJSSUC.ogg,real
MNNCUCIL,./train/MNNCUCIL.ogg,fake
DTIMGFSS,./train/DTIMGFSS.ogg,fake
ZZKIDOTV,./train/ZZKIDOTV.ogg,real
FUVMYGSE,./train/FUVMYGSE.ogg,fake
OBSWUMPW,./train/OBSWUMPW.ogg,fake
VOTCIGZN,./train/VOTCIGZN.ogg,fake
KEDWMARX,./train/KEDWMARX.ogg,fake
ZFPPJMKF,./train/ZFPPJMKF.ogg,fake
WQPSYGPM,./train/WQPSYGPM.ogg,fake
CGKURMHM,./train/CGKURMHM.ogg,real
TRZEWHQD,./train/TRZEWHQD.ogg,real
PTXBRUSB,./train/PTXBRUSB.ogg,fake
KAYFYUEE,./train/KAYFYUEE.ogg,fake
ZKZYOFBS,./train/ZKZYOFBS.ogg,fake
CBCYPFCA,./train/CBCYPFCA.ogg,fake
MFYYIDCO,./train/MFYYIDCO.ogg,fake
NMPHIBBO,./train/NMPHIBBO.ogg,real
XLKRYZRP,./train/XLKRYZRP.ogg,fake
TPVSHTBY,./train/TPVSHTBY.ogg,real
GQCAGKLV,./train/GQCAGKLV.ogg,fake
GYNRZKYB,./train/GYNRZKYB.ogg,real
LPTASBFP,./train/LPTASBFP.ogg,real
XEFMKERL,./train/XEFMKERL.ogg,real
MFKDTDYL,./train/MFKDTDYL.ogg,real
VBNTUJXM,./train/VBNTUJXM.ogg,fake
UTKOVHRM,./train/UTKOVHRM.ogg,real
GFVHIQXH,./train/GFVHIQXH.ogg,fake
UXNCCZBY,./train/UXNCCZBY.ogg,real
GIMTWRYE,./train/GIMTWRYE.ogg,fake
YDSBVRZI,./train/YDSBVRZI.ogg,real
TTFOOLOQ,./train/TTFOOLOQ.ogg,real
LQDCOKPV,./train/LQDCOKPV.ogg,real
TZQSTWQX,./train/TZQSTWQX.ogg,fake
KIHSZWBA,./train/KIHSZWBA.ogg,fake
ENAXNNDX,./train/ENAXNNDX.ogg,real
YGZGJEAW,./train/YGZGJEAW.ogg,fake
ZKRGCTNK,./train/ZKRGCTNK.ogg,fake
FPOIGZHE,./train/FPOIGZHE.ogg,fake
GKRBHGMH,./train/GKRBHGMH.ogg,real
ACQBNMSF,./train/ACQBNMSF.ogg,real
LTCRJCND,./train/LTCRJCND.ogg,fake
OKZDAFAF,./train/OKZDAFAF.ogg,fake
XTDMJPFB,./train/XTDMJPFB.ogg,fake
NSYXRNQR,./train/NSYXRNQR.ogg,real
NNSICMXP,./train/NNSICMXP.ogg,real
JPSZYMUE,./train/JPSZYMUE.ogg,real
XUSDXFEL,./train/XUSDXFEL.ogg,fake
KBHTVPGB,./train/KBHTVPGB.ogg,fake
JAANSBOM,./train/JAANSBOM.ogg,fake
REBARJJH,./train/REBARJJH.ogg,real
OHURHULJ,./train/OHURHULJ.ogg,real
LUKLCASA,./train/LUKLCASA.ogg,real
RRHYLTTR,./train/RRHYLTTR.ogg,fake
FERPGOSD,./train/FERPGOSD.ogg,real
PCAOHADM,./train/PCAOHADM.ogg,fake
VAKODLIH,./train/VAKODLIH.ogg,fake
SWSEYFIG,./train/SWSEYFIG.ogg,fake
BAJOREGH,./train/BAJOREGH.ogg,fake
RAWMCDKT,./train/RAWMCDKT.ogg,fake
WXFYIFCJ,./train/WXFYIFCJ.ogg,real
RRZPGQOL,./train/RRZPGQOL.ogg,fake
RXQPWXAW,./train/RXQPWXAW.ogg,fake
XQFWMKVG,./train/XQFWMKVG.ogg,fake
YCVSITFE,./train/YCVSITFE.ogg,real
CSXNJZBQ,./train/CSXNJZBQ.ogg,fake
TWOJELXL,./train/TWOJELXL.ogg,fake
UJZRGZSE,./train/UJZRGZSE.ogg,fake
PLAYMABD,./train/PLAYMABD.ogg,fake
JLZWCGAC,./train/JLZWCGAC.ogg,fake
MYGEUHPF,./train/MYGEUHPF.ogg,fake
LJQLXRWE,./train/LJQLXRWE.ogg,fake
WJSYWFYY,./train/WJSYWFYY.ogg,fake
DINBWIKU,./train/DINBWIKU.ogg,real
YVUTJRQX,./train/YVUTJRQX.ogg,real
DRHVWQDL,./train/DRHVWQDL.ogg,real
GFYARKST,./train/GFYARKST.ogg,real
MJQMOQBR,./train/MJQMOQBR.ogg,fake
COVULKLE,./train/COVULKLE.ogg,fake
MDBHUDZI,./train/MDBHUDZI.ogg,fake
ZQGDIPTO,./train/ZQGDIPTO.ogg,fake
SPPWJMUU,./train/SPPWJMUU.ogg,real
HENRGGPR,./train/HENRGGPR.ogg,real
IFHBMMTH,./train/IFHBMMTH.ogg,fake
TEYOBYXI,./train/TEYOBYXI.ogg,real
NHHXVYRC,./train/NHHXVYRC.ogg,real
ALGRYBFL,./train/ALGRYBFL.ogg,real
SOIWTQJX,./train/SOIWTQJX.ogg,fake
KEFVUNWB,./train/KEFVUNWB.ogg,real
WILWFFTF,./train/WILWFFTF.ogg,fake
RSADDWUU,./train/RSADDWUU.ogg,fake
HWDTKHIL,./train/HWDTKHIL.ogg,real
YRTBCFCH,./train/YRTBCFCH.ogg,real
PNYEXTII,./train/PNYEXTII.ogg,fake
DWOTYVRN,./train/DWOTYVRN.ogg,real
YADWIZED,./train/YADWIZED.ogg,real
OHQJQMMD,./train/OHQJQMMD.ogg,fake
BPRGEUSV,./train/BPRGEUSV.ogg,real
DCQFYQGR,./train/DCQFYQGR.ogg,fake
TGRKOEHG,./train/TGRKOEHG.ogg,fake
CBQLFMXP,./train/CBQLFMXP.ogg,real
KGVZPQBX,./train/KGVZPQBX.ogg,real
FVDHIWBP,./train/FVDHIWBP.ogg,fake
ZNXZNQPO,./train/ZNXZNQPO.ogg,fake
BFBMSEZN,./train/BFBMSEZN.ogg,real
DUYYXATP,./train/DUYYXATP.ogg,fake
XHMUNZOP,./train/XHMUNZOP.ogg,real
KIXGDIGM,./train/KIXGDIGM.ogg,real
FDCXIWTX,./train/FDCXIWTX.ogg,real
QAERXBIA,./train/QAERXBIA.ogg,real
GKPQTVPV,./train/GKPQTVPV.ogg,fake
MAPIUTXO,./train/MAPIUTXO.ogg,fake
FILSESQR,./train/FILSESQR.ogg,fake
FKWMTKXF,./train/FKWMTKXF.ogg,real
YXDDZVMG,./train/YXDDZVMG.ogg,fake
WJUNASLC,./train/WJUNASLC.ogg,real
AATLVEWK,./train/AATLVEWK.ogg,real
DJUCXXWX,./train/DJUCXXWX.ogg,fake
JENGJQOZ,./train/JENGJQOZ.ogg,fake
XSQIWDMB,./train/XSQIWDMB.ogg,fake
JNUJBKRW,./train/JNUJBKRW.ogg,fake
BLVGQWQM,./train/BLVGQWQM.ogg,real
VXCKUCTA,./train/VXCKUCTA.ogg,fake
KHETVYDC,./train/KHETVYDC.ogg,real
XKEDVBBX,./train/XKEDVBBX.ogg,fake
TQEYTKPY,./train/TQEYTKPY.ogg,fake
SDSWSMNX,./train/SDSWSMNX.ogg,fake
FKONUGQO,./train/FKONUGQO.ogg,real
YYMDCRIB,./train/YYMDCRIB.ogg,real
NTMBRALV,./train/NTMBRALV.ogg,real
TGYURKTM,./train/TGYURKTM.ogg,real
VKETYJNG,./train/VKETYJNG.ogg,real
QTVIVAVE,./train/QTVIVAVE.ogg,fake
TUPBHPOO,./train/TUPBHPOO.ogg,fake
VCGZQVTR,./train/VCGZQVTR.ogg,real
EVGVATCL,./train/EVGVATCL.ogg,fake
XVUTZYDM,./train/XVUTZYDM.ogg,fake
XRSGDZNP,./train/XRSGDZNP.ogg,real
XBDTMJCS,./train/XBDTMJCS.ogg,fake
XEGMIOHJ,./train/XEGMIOHJ.ogg,real
ACUUCPDE,./train/ACUUCPDE.ogg,real
DDUHZXON,./train/DDUHZXON.ogg,real
WIISNOOH,./train/WIISNOOH.ogg,fake
PIEJJAJM,./train/PIEJJAJM.ogg,fake
FTYFKBEF,./train/FTYFKBEF.ogg,fake
FGCNUQLF,./train/FGCNUQLF.ogg,fake
IWPKZGTR,./train/IWPKZGTR.ogg,fake
ZXUYJQLJ,./train/ZXUYJQLJ.ogg,fake
NGEJJIYI,./train/NGEJJIYI.ogg,fake
FGJSULEP,./train/FGJSULEP.ogg,fake
GGNYIOWW,./train/GGNYIOWW.ogg,fake
TPXYUZPX,./train/TPXYUZPX.ogg,fake
